ID,Year_Birth,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Target_Campaign_Responsiveness,Dt_Customer_Unix_time_seconds,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Target_MntWinesYear,MntFruitsYear,MntMeatProductsYear,MntFishProductsYear,MntSweetProductsYear,MntGoldProdsYear
577,1976,26907.0,1,1,10,2,1,0,3,7,0,0,1376956800,1,0,0,0,0,0,0,0,0,0,1,0,0,4.5,0.5,3.5,0.0,1.5,1.0
10855,1968,50014.0,1,0,9,2,4,1,8,5,0,0,1390348800,0,0,0,1,0,0,0,0,0,1,0,0,0,117.0,7.0,38.5,9.5,5.0,21.0
3081,1978,41014.0,1,0,65,1,1,0,2,7,0,0,1366588800,0,0,0,0,1,0,0,0,1,0,0,0,0,3.5,1.0,3.0,1.0,0.0,1.5
3535,1965,66294.0,0,0,68,1,4,3,5,2,0,0,1395014400,0,0,1,0,0,0,0,0,0,1,0,0,0,125.5,54.0,167.0,32.5,46.0,58.5
247,1971,36715.0,1,0,16,6,7,2,4,9,0,1,1353110400,0,0,1,0,0,0,0,0,1,0,0,0,0,86.0,5.0,62.5,10.5,6.5,8.0
8707,1956,79456.0,0,0,12,1,5,6,4,3,0,1,1345593600,0,0,1,0,0,0,0,0,1,0,0,0,0,282.5,21.0,274.0,32.0,41.5,49.5
9523,1982,40479.0,1,0,95,1,0,0,3,4,0,0,1376697600,0,0,1,0,0,0,0,0,0,0,1,0,0,2.5,0.0,4.0,1.0,0.0,0.0
6072,1970,75345.0,0,0,16,1,5,8,6,3,0,1,1359763200,0,0,0,1,0,0,0,0,0,1,0,0,0,459.0,28.5,421.0,49.5,19.0,66.5
6295,1977,54233.0,0,1,46,4,11,6,5,8,0,0,1359936000,0,0,1,0,0,0,0,0,1,0,0,0,0,326.0,4.0,79.0,10.5,0.0,71.0
10914,1970,24163.0,1,1,3,2,1,0,3,4,0,0,1381536000,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,0.5,3.5,1.0,0.5,1.0
1509,1958,84460.0,0,0,80,0,9,9,4,5,0,1,1357257600,0,0,0,0,1,0,0,0,0,0,1,0,0,76.0,13.5,51.5,53.0,27.0,40.5
5577,1983,43776.0,1,0,77,1,1,0,2,6,0,0,1399075200,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0,0.0,4.5,1.0,0.5,1.5
7348,1958,71691.0,0,0,0,1,4,7,5,2,0,1,1395014400,0,0,0,0,1,0,0,0,0,1,0,0,0,168.0,65.0,205.5,120.0,16.0,21.5
1127,1973,85844.0,0,0,62,1,6,6,7,2,0,1,1401321600,0,0,0,0,1,0,0,0,1,0,0,0,0,469.0,9.5,421.5,12.5,47.5,19.0
1833,1974,39190.0,1,0,91,2,2,1,4,5,0,0,1398470400,0,0,0,0,1,0,0,0,0,1,0,0,0,34.0,4.0,9.0,9.5,4.0,6.0
4944,1959,71367.0,0,0,24,1,4,5,7,2,0,0,1377216000,0,0,1,0,0,0,0,0,0,0,1,0,0,113.5,11.5,194.5,21.0,10.5,37.5
9080,1972,38578.0,1,1,2,3,3,0,3,8,0,0,1371859200,0,0,0,0,1,0,0,0,0,1,0,0,0,19.0,2.0,11.0,1.5,1.5,1.5
6466,1965,57236.0,1,1,22,3,2,1,4,3,0,0,1394582400,0,0,0,0,1,0,0,0,1,0,0,0,0,52.5,0.0,4.5,1.0,0.5,2.0
9964,1979,61825.0,0,1,56,1,4,2,8,4,0,0,1375833600,0,0,1,0,0,0,0,0,0,1,0,0,0,81.0,25.0,50.0,27.5,15.0,13.5
4790,1958,79803.0,0,1,54,1,4,3,5,1,0,0,1401667200,0,0,1,0,0,0,0,1,0,0,0,0,0,287.0,4.0,108.0,10.5,8.0,16.5
10245,1986,80910.0,0,0,71,1,3,3,8,1,0,0,1351641600,1,0,0,0,0,0,0,0,0,1,0,0,0,80.0,40.0,184.5,33.5,19.5,20.5
1109,1982,27590.0,1,0,38,1,1,0,2,7,0,0,1366675200,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0,0.0,2.5,0.0,0.0,0.5
6001,1979,56775.0,0,1,62,2,5,8,10,5,0,0,1357084800,0,0,1,0,0,0,0,0,1,0,0,0,0,307.0,17.5,80.0,29.0,17.5,17.5
5538,1975,83829.0,0,0,78,0,4,7,6,1,0,1,1381190400,0,0,1,0,0,0,0,1,0,0,0,0,0,448.5,80.5,215.0,93.0,80.5,13.5
10552,1979,54210.0,0,1,18,2,4,1,7,5,0,0,1369008000,1,0,0,0,0,0,0,0,1,0,0,0,0,35.0,27.0,54.5,40.0,4.5,22.5
1545,1986,38508.0,1,0,95,6,7,2,5,8,0,0,1375401600,0,0,1,0,0,0,0,0,1,0,0,0,0,60.0,9.5,103.0,12.5,9.5,27.0
7409,1970,53187.0,1,0,66,2,4,1,6,5,0,0,1382745600,0,0,1,0,0,0,0,0,0,0,1,0,0,105.5,1.0,15.0,3.5,3.5,5.0
4444,1972,30023.0,1,0,28,1,2,0,3,8,0,0,1395619200,0,0,1,0,0,0,0,0,1,0,0,0,0,5.5,0.0,8.0,3.5,3.0,10.5
146,1960,76045.0,0,0,78,1,4,5,11,2,0,1,1384473600,0,0,0,0,1,0,0,0,0,1,0,0,0,380.0,26.5,200.0,8.5,46.5,0.0
6271,1952,50870.0,0,1,13,1,2,0,3,5,0,0,1403136000,0,0,0,0,1,0,0,0,1,0,0,0,0,26.5,0.0,4.0,0.0,0.0,1.0
10065,1970,15315.0,0,0,27,2,2,0,4,5,0,0,1375488000,1,0,0,0,0,0,0,0,1,0,0,0,0,3.5,2.0,6.5,7.5,4.0,8.5
4741,1974,65463.0,1,0,17,2,6,2,9,5,0,1,1391040000,1,0,0,0,0,0,0,0,1,0,0,0,0,195.5,16.0,35.0,10.5,16.0,8.0
246,1965,66480.0,1,1,71,7,4,1,7,4,0,0,1401494400,0,0,1,0,0,0,0,0,1,0,0,0,0,99.5,4.5,28.5,10.0,10.5,3.0
375,1954,76773.0,0,0,79,1,2,2,11,1,0,0,1361750400,0,0,1,0,0,0,0,1,0,0,0,0,0,258.0,28.0,224.5,43.0,16.5,8.0
1524,1983,81698.0,0,0,1,1,8,2,5,5,0,1,1362096000,1,0,0,0,0,0,0,0,0,1,0,0,0,354.5,22.5,57.5,15.0,80.0,22.5
10022,1973,54466.0,1,1,78,1,1,0,2,5,0,0,1391904000,0,0,0,0,1,0,0,0,0,1,0,0,0,6.0,0.0,2.0,0.0,0.0,0.0
7451,1960,98777.0,0,0,23,0,4,6,9,1,0,1,1392595200,0,0,0,1,0,0,0,0,0,1,0,0,0,500.0,9.5,355.5,62.5,57.5,19.0
11010,1984,16269.0,1,0,75,3,3,0,3,8,0,0,1377820800,0,0,0,0,1,0,0,0,0,1,0,0,0,9.5,1.5,9.0,1.5,0.5,0.0
4356,1971,71819.0,0,1,70,3,3,3,5,6,0,1,1377648000,0,0,1,0,0,0,0,0,0,0,1,0,0,612.0,14.0,70.0,0.0,7.0,84.0
3885,1983,33569.0,1,0,10,1,1,1,2,8,0,1,1381881600,0,0,0,0,1,0,0,0,1,0,0,0,0,8.0,1.0,9.0,1.5,0.0,12.0
1175,1983,36262.0,0,0,24,1,3,5,3,6,0,1,1379635200,0,0,0,1,0,0,0,0,1,0,0,0,0,44.0,19.5,27.0,32.0,14.0,76.5
880,1966,22634.0,0,0,47,1,2,1,2,8,0,0,1358294400,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0,11.5,5.5,4.0,3.0,23.0
2320,1978,47025.0,0,1,98,5,11,1,6,9,0,0,1378944000,1,0,0,0,0,0,0,0,1,0,0,0,0,254.0,5.5,29.5,11.5,2.5,14.5
850,1968,70566.0,0,1,4,2,6,5,9,3,0,0,1381017600,0,0,1,0,0,0,0,0,0,1,0,0,0,190.5,14.0,107.5,42.0,14.0,10.5
4713,1979,31605.0,1,0,15,2,2,1,4,7,0,0,1353542400,0,0,0,0,1,0,0,0,1,0,0,0,0,37.0,0.0,21.0,1.0,0.5,3.0
675,1973,52034.0,1,1,67,5,4,2,5,7,0,0,1368748800,0,0,0,1,0,0,0,1,0,0,0,0,0,73.0,0.0,46.5,3.5,6.5,36.5
5025,1979,48526.0,1,0,32,1,2,1,4,3,0,0,1387843200,0,0,1,0,0,0,0,0,0,1,0,0,0,11.5,8.5,11.5,21.5,10.0,4.5
2308,1954,46734.0,0,1,40,2,6,1,5,7,0,0,1353196800,0,0,1,0,0,0,0,0,1,0,0,0,0,55.0,2.5,68.5,13.0,11.5,14.5
5995,1962,39552.0,1,1,54,7,6,2,5,8,0,1,1355788800,0,0,1,0,0,0,0,1,0,0,0,0,0,82.5,1.5,73.5,2.0,12.0,20.5
6749,1966,86358.0,1,1,78,4,5,3,6,8,0,0,1344384000,0,0,1,0,0,0,0,0,0,1,0,0,0,478.5,23.5,247.0,41.0,23.5,47.5
1010,1977,46931.0,2,1,94,2,1,1,3,3,0,0,1398297600,0,0,1,0,0,0,0,0,0,0,1,0,0,20.5,0.0,8.5,1.5,0.5,8.0
8977,1985,16581.0,0,0,51,1,0,0,3,4,0,0,1357948800,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,1.5,2.0,1.0,1.5,5.5
4756,1952,63998.0,0,0,42,1,7,6,11,4,0,1,1387497600,1,0,0,0,0,0,0,1,0,0,0,0,0,88.0,14.5,409.0,0.0,16.5,56.0
3412,1951,67381.0,0,1,67,4,2,2,9,7,0,1,1358208000,0,0,0,1,0,0,0,0,1,0,0,0,0,407.5,4.0,26.5,5.5,0.0,35.0
606,1967,25930.0,1,1,87,1,1,0,2,7,0,0,1381363200,0,0,1,0,0,0,0,0,0,1,0,0,0,3.0,0.5,1.0,1.0,0.0,2.0
5961,1978,42693.0,1,0,29,1,1,0,3,5,0,0,1402099200,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,2.0,10.0,3.0,1.5,8.0
2975,1976,85606.0,0,1,89,2,6,7,9,3,0,1,1352678400,0,0,1,0,0,0,0,0,0,0,1,0,0,358.5,21.0,432.0,109.5,15.0,42.0
2894,1985,72903.0,0,0,74,1,7,5,8,4,0,1,1383004800,0,0,1,0,0,0,0,0,0,1,0,0,0,533.5,69.0,375.0,0.0,9.5,19.5
7613,1974,49669.0,1,0,97,2,5,1,6,6,0,0,1400889600,1,0,0,0,0,0,0,0,0,0,1,0,0,83.0,2.5,53.5,5.5,4.0,14.5
10542,1968,36778.0,1,1,63,3,3,0,3,9,0,0,1344124800,0,0,0,0,1,0,0,0,1,0,0,0,0,14.5,2.0,17.0,1.0,2.0,2.0
8015,1962,85696.0,0,0,88,1,4,6,9,1,0,1,1367539200,0,0,0,0,1,0,0,1,0,0,0,0,0,357.0,38.0,197.5,58.0,0.0,6.0
10617,1989,10979.0,0,0,34,2,3,0,3,5,0,0,1400716800,0,0,0,1,0,0,0,1,0,0,0,0,0,4.0,2.0,5.0,1.0,1.0,2.0
11166,1961,49678.0,0,1,81,2,6,2,4,7,0,0,1359763200,0,0,1,0,0,0,0,0,1,0,0,0,0,114.5,2.5,28.0,1.5,1.0,10.0
849,1953,56129.0,0,1,65,4,6,2,10,4,0,0,1371686400,0,0,0,1,0,0,0,0,0,0,1,0,0,160.0,24.0,66.5,19.5,36.0,24.0
523,1989,37155.0,1,0,51,1,2,0,4,5,0,0,1359590400,0,0,1,0,0,0,0,0,1,0,0,0,0,11.5,0.0,13.0,3.5,7.5,1.5
4066,1978,21282.0,1,0,76,2,2,1,2,6,0,0,1399766400,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5,2.5,4.0,2.0,4.0,10.0
8414,1962,33419.0,0,1,76,2,2,0,4,7,0,0,1376697600,0,0,0,0,1,0,0,0,0,1,0,0,0,28.0,0.0,6.0,0.0,0.0,9.0
819,1945,63285.0,0,0,84,1,6,5,13,3,0,0,1383609600,0,0,1,0,0,0,0,0,0,0,0,1,0,254.0,62.0,124.5,25.0,19.0,67.0
4961,1974,21255.0,1,0,56,4,2,1,4,4,0,0,1390262400,0,0,0,1,0,0,0,0,0,0,1,0,0,14.5,0.0,12.5,1.0,1.0,1.5
749,1981,42162.0,1,0,31,2,3,1,3,6,0,1,1384819200,0,0,1,0,0,0,0,0,0,0,1,0,0,23.0,3.5,29.5,1.0,2.0,13.5
5430,1956,54450.0,1,1,0,12,9,2,8,8,0,0,1347580800,0,0,1,0,0,0,0,0,0,0,1,0,0,227.0,0.0,85.5,4.0,9.5,16.0
7755,1954,57744.0,0,1,91,2,9,1,4,8,0,0,1384214400,0,0,0,0,1,0,0,0,1,0,0,0,0,175.0,1.5,19.5,0.0,0.0,9.5
10525,1986,26576.0,1,0,40,1,1,0,2,9,0,1,1350086400,0,0,1,0,0,0,0,0,0,1,0,0,0,5.0,0.0,4.0,0.0,0.0,4.5
1453,1943,57513.0,0,0,59,2,9,3,13,6,0,0,1373068800,0,0,0,0,1,0,0,0,0,0,0,1,0,367.5,20.0,91.5,26.0,10.0,15.0
8310,1964,68142.0,0,1,96,3,10,4,7,6,0,0,1346198400,0,0,1,0,0,0,0,0,0,0,1,0,0,448.5,63.0,98.0,45.5,56.0,18.5
10710,1979,7500.0,0,1,61,1,1,0,2,8,0,0,1346198400,0,0,1,0,0,0,0,0,1,0,0,0,0,2.5,1.0,1.5,1.5,0.0,2.5
5031,1974,83145.0,0,0,14,1,5,9,11,2,0,1,1348272000,0,0,1,0,0,0,0,0,0,0,1,0,0,388.5,17.5,365.5,19.5,68.5,57.0
2613,1960,54197.0,0,1,16,2,1,3,6,1,0,0,1396483200,0,0,0,1,0,0,0,0,1,0,0,0,0,81.0,3.0,18.5,3.0,6.5,6.5
213,1963,23091.0,1,1,98,4,2,1,3,7,0,0,1401235200,0,0,0,0,1,0,0,0,0,1,0,0,0,17.5,0.0,5.5,0.0,0.0,1.0
967,1976,46049.0,1,1,11,10,5,2,9,7,0,1,1374364800,0,0,1,0,0,0,0,0,1,0,0,0,0,171.0,4.5,56.0,9.5,7.0,9.5
1077,1974,56715.0,0,0,52,1,7,3,4,4,0,0,1354665600,0,0,1,0,0,0,0,0,0,0,1,0,0,129.0,52.5,119.5,118.5,86.0,4.5
7959,1961,79410.0,0,0,19,1,3,2,5,1,0,0,1401321600,0,0,1,0,0,0,0,0,1,0,0,0,0,329.0,40.0,241.5,61.5,6.5,6.5
640,1951,57304.0,0,1,61,2,7,6,10,5,0,0,1362960000,0,0,1,0,0,0,0,0,1,0,0,0,0,178.0,40.0,164.5,69.0,8.5,53.0
4252,1965,44375.0,0,1,73,1,4,1,6,5,0,0,1395532800,0,0,1,0,0,0,0,0,1,0,0,0,0,106.5,2.5,14.0,3.5,3.5,20.5
8432,1956,54450.0,1,1,0,12,9,2,8,8,0,0,1347580800,0,0,1,0,0,0,0,0,0,0,1,0,0,227.0,0.0,85.5,4.0,9.5,16.0
6218,1965,59594.0,0,1,74,1,8,1,7,7,0,1,1350691200,0,0,1,0,0,0,0,0,1,0,0,0,0,228.5,2.0,14.5,0.0,0.0,4.5
6905,1994,80685.0,0,0,55,1,6,4,10,2,0,0,1345593600,0,0,1,0,0,0,0,0,0,0,1,0,0,120.5,22.5,302.0,17.0,13.0,27.0
5922,1974,40344.0,0,1,48,2,4,1,5,7,0,0,1381622400,0,0,0,0,1,0,0,0,1,0,0,0,0,105.0,0.0,3.0,0.0,0.0,1.0
3598,1972,62710.0,0,1,53,4,4,2,12,4,0,0,1369267200,0,0,1,0,0,0,0,0,1,0,0,0,0,220.5,17.5,41.5,3.5,14.5,5.5
6116,1968,48985.0,0,1,13,1,1,1,3,3,0,0,1372982400,1,0,0,0,0,0,0,0,1,0,0,0,0,9.5,6.5,9.0,5.0,3.5,4.0
6263,1968,35322.0,1,2,34,3,2,0,4,8,0,0,1345593600,0,0,1,0,0,0,0,0,0,0,1,0,0,14.0,4.5,18.5,6.0,3.5,6.5
10486,1948,77142.0,0,0,54,1,4,4,8,2,0,0,1369785600,0,0,1,0,0,0,0,0,1,0,0,0,0,238.0,37.5,81.0,14.5,75.5,48.5
2410,1969,81657.0,0,0,69,1,3,4,8,1,0,0,1390348800,0,0,1,0,0,0,0,0,0,1,0,0,0,182.0,20.0,212.5,79.0,30.0,25.0
193,1996,14421.0,0,0,81,1,1,0,2,5,0,1,1392595200,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,1.5,1.5,4.0
3363,1974,20130.0,0,0,99,1,1,0,3,8,0,0,1395014400,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,3.0,1.5,3.5,3.0,6.0
8278,1990,74214.0,0,0,3,1,8,2,5,5,0,0,1345939200,0,0,0,0,1,0,0,0,1,0,0,0,0,431.5,41.5,273.5,43.0,49.5,16.5
10660,1957,66726.0,1,1,61,3,8,2,4,7,0,1,1389484800,0,0,0,1,0,0,0,0,1,0,0,0,0,174.5,3.5,17.5,0.0,0.0,23.5
8686,1979,23724.0,1,0,65,2,2,0,3,8,0,0,1357603200,0,1,0,0,0,0,0,0,0,0,1,0,0,2.5,11.5,7.5,0.0,9.0,7.0
1604,1960,47353.0,0,1,93,3,2,2,6,5,0,0,1384300800,0,0,0,1,0,0,0,0,1,0,0,0,0,92.0,1.0,9.5,4.0,4.0,2.0
5907,1952,33444.0,1,1,24,1,1,0,2,8,0,0,1351900800,0,0,0,1,0,0,0,0,1,0,0,0,0,4.0,0.0,4.0,0.0,0.0,1.0
10669,1981,54386.0,0,1,8,2,3,2,10,3,0,0,1368748800,0,0,1,0,0,0,0,0,1,0,0,0,0,138.5,10.5,32.0,31.0,10.5,12.5
2918,1981,28510.0,1,1,72,3,2,0,4,5,0,0,1365811200,0,0,1,0,0,0,0,1,0,0,0,0,0,22.0,2.5,9.5,0.0,2.0,9.5
5735,1991,90638.0,0,0,29,1,3,4,10,1,0,1,1392249600,0,0,0,1,0,0,0,0,0,1,0,0,0,578.0,60.0,457.5,47.0,72.0,48.0
359,1950,48070.0,0,1,33,3,8,2,6,7,1,0,1358035200,0,0,1,0,0,0,0,0,0,0,1,0,0,186.5,7.0,41.5,3.0,4.5,9.5
8387,1957,43140.0,0,1,68,1,4,1,5,6,0,0,1357344000,0,0,1,0,0,0,0,0,1,0,0,0,0,67.0,4.0,38.0,3.0,0.0,5.5
1829,1961,54959.0,0,1,55,3,9,5,4,7,0,1,1358553600,0,0,0,0,1,0,0,1,0,0,0,0,0,574.0,0.0,30.0,0.0,0.0,12.0
3839,1958,15056.0,1,1,76,5,2,2,3,5,0,0,1367539200,0,1,0,0,0,0,0,0,0,1,0,0,0,3.0,6.0,1.5,10.5,3.0,20.0
9392,1971,26954.0,1,0,17,1,1,0,2,7,0,0,1399507200,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,0.5,5.5,0.0,0.0,0.5
2292,1985,22327.0,1,0,94,1,1,0,3,5,0,0,1375401600,0,0,1,0,0,0,0,0,0,1,0,0,0,2.5,2.0,4.0,1.0,0.0,2.5
10466,1965,44393.0,1,1,86,2,1,0,4,4,0,0,1377129600,0,0,1,0,0,0,0,0,1,0,0,0,0,12.0,1.0,10.0,1.0,1.0,5.0
9855,1952,62000.0,0,1,25,1,6,6,13,4,0,1,1377388800,0,0,0,0,1,0,0,0,0,1,0,0,0,449.5,0.0,50.5,0.0,0.0,10.0
4088,1962,31497.0,0,1,22,2,3,1,4,8,0,0,1354752000,0,0,0,0,1,0,0,0,0,0,1,0,0,54.0,0.5,14.0,6.5,0.5,2.0
5231,1974,45894.0,0,2,15,1,1,0,3,5,0,0,1393459200,1,0,0,0,0,0,0,0,1,0,0,0,0,13.5,1.0,3.5,0.0,1.0,6.5
590,1970,78579.0,0,0,35,1,5,6,4,3,0,1,1356134400,0,0,0,1,0,0,0,1,0,0,0,0,0,408.0,33.0,274.5,108.0,33.0,49.5
8732,1969,67369.0,0,1,81,4,7,4,10,4,0,1,1353110400,0,0,0,1,0,0,0,0,0,0,0,1,0,649.0,0.0,35.0,18.5,7.0,21.0
2315,1960,58401.0,0,1,55,1,1,2,2,4,0,0,1397952000,0,0,1,0,0,0,0,1,0,0,0,0,0,5.0,0.0,5.5,8.5,14.5,14.5
3515,1952,62307.0,0,1,94,1,4,0,4,5,0,0,1392595200,0,0,1,0,0,0,0,0,0,1,0,0,0,43.5,6.5,17.0,5.0,3.0,5.0
2245,1969,43641.0,1,1,50,3,2,1,4,6,0,0,1366588800,0,0,0,1,0,0,0,0,1,0,0,0,0,28.5,1.0,25.5,2.0,1.0,11.5
6283,1968,63841.0,0,1,64,1,9,3,9,6,0,0,1366502400,0,0,0,1,0,0,0,1,0,0,0,0,0,317.5,7.5,50.0,10.0,3.5,65.5
2246,1965,46891.0,0,1,91,1,2,1,4,4,0,0,1377993600,1,0,0,0,0,0,0,0,1,0,0,0,0,21.5,6.0,11.5,14.5,7.5,30.5
6606,1969,70091.0,1,0,11,2,5,2,10,8,0,1,1364688000,0,0,0,1,0,0,0,0,1,0,0,0,0,482.0,17.0,68.5,7.5,0.0,5.5
5545,1972,78075.0,0,0,72,1,3,5,5,1,0,0,1396656000,0,0,0,0,1,0,0,0,1,0,0,0,0,286.0,4.0,129.5,17.0,17.5,40.0
7342,1961,59184.0,0,1,6,3,6,6,12,5,0,0,1347148800,1,0,0,0,0,0,0,0,0,0,0,1,0,170.5,71.0,56.5,129.5,75.5,33.0
837,1977,54809.0,1,1,0,4,2,1,5,4,0,0,1378857600,0,0,1,0,0,0,0,0,1,0,0,0,0,31.5,3.0,28.5,6.5,6.5,11.0
9500,1959,58113.0,0,1,66,3,9,2,8,7,1,0,1359072000,0,0,1,0,0,0,0,0,1,0,0,0,0,110.5,52.0,84.5,51.0,39.0,42.0
3602,1958,51412.0,0,1,42,2,3,2,4,4,0,0,1388448000,0,0,0,1,0,0,0,0,1,0,0,0,0,70.0,1.5,14.5,2.0,2.5,7.0
234,1979,15287.0,1,0,60,2,1,1,2,7,0,1,1349827200,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,1.0,4.0,2.0,1.5,6.5
2995,1957,66636.0,0,0,64,1,3,4,9,1,0,0,1376697600,0,0,0,1,0,0,0,0,0,0,1,0,0,145.5,5.0,344.5,42.0,5.0,0.0
1118,1956,50965.0,0,1,87,3,10,4,5,8,0,1,1361318400,0,0,0,1,0,0,0,0,1,0,0,0,0,272.0,6.5,42.5,4.0,3.0,14.5
7789,1965,84618.0,0,0,96,1,6,9,10,2,0,1,1385078400,0,0,0,0,1,0,0,0,1,0,0,0,0,342.0,50.0,400.5,10.5,33.0,0.0
3068,1990,18351.0,0,0,1,1,2,0,3,7,0,0,1383004800,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,6.0,4.5,0.0,7.0,3.5
8955,1957,40451.0,0,2,54,1,1,1,2,5,0,1,1392508800,0,0,0,0,1,0,0,0,0,0,1,0,0,17.5,0.0,2.0,0.0,0.0,5.0
945,1965,36317.0,0,1,53,2,3,0,4,7,0,0,1369180800,0,0,1,0,0,0,0,0,0,0,1,0,0,43.5,1.5,12.5,1.5,1.0,6.5
5644,1957,42213.0,0,1,96,2,5,1,7,7,0,1,1381536000,0,0,1,0,0,0,0,0,0,0,1,0,0,154.5,1.5,12.0,2.0,1.5,10.0
7192,1955,65748.0,0,1,58,2,2,4,10,1,1,0,1365984000,0,0,1,0,0,0,0,0,0,0,1,0,0,86.0,36.5,46.5,47.5,39.0,17.0
2324,1972,77044.0,0,1,12,2,7,11,11,4,0,1,1382832000,0,0,1,0,0,0,0,0,0,0,1,0,0,312.5,19.0,121.0,25.0,17.0,38.0
697,1969,74918.0,0,0,78,1,5,9,6,3,0,1,1363046400,0,0,1,0,0,0,0,0,0,0,1,0,0,486.0,29.5,456.5,12.5,9.5,29.5
3439,1972,56721.0,1,1,64,5,4,1,5,6,0,0,1351641600,0,0,1,0,0,0,0,0,1,0,0,0,0,78.5,3.0,19.5,3.0,6.5,37.5
1506,1975,42160.0,1,1,26,4,2,1,4,6,0,1,1372377600,0,0,1,0,0,0,0,0,0,1,0,0,0,24.0,4.5,22.5,1.5,7.5,10.0
232,1965,61559.0,0,1,8,1,4,2,10,3,0,0,1374019200,0,0,1,0,0,0,0,0,0,1,0,0,0,139.5,41.5,44.0,16.0,7.0,17.0
8876,1963,33629.0,1,1,49,5,3,1,4,9,0,0,1344384000,0,0,0,0,1,0,0,0,0,0,1,0,0,66.0,0.0,8.0,0.0,0.0,2.0
4500,1991,68682.0,0,0,56,1,4,9,10,2,0,0,1381017600,0,0,0,0,1,0,0,0,0,0,1,0,0,459.5,0.0,252.5,49.5,15.0,22.5
9739,1963,34377.0,0,1,55,2,2,2,2,7,0,0,1358553600,0,0,1,0,0,0,0,0,0,1,0,0,0,31.0,0.0,11.0,1.5,0.5,13.0
10395,1986,8940.0,1,0,25,3,3,1,3,8,0,0,1345593600,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5,22.5,1.5,2.0,3.0,21.0
1176,1973,26228.0,1,0,50,1,1,0,2,8,0,0,1379808000,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,3.0,2.0,1.5,0.5,4.5
1627,1957,77297.0,0,0,84,1,5,7,9,4,0,1,1359158400,1,0,0,0,0,0,0,1,0,0,0,0,0,204.0,30.5,54.5,24.0,61.0,20.5
938,1981,40211.0,1,1,30,2,2,1,2,8,0,1,1375142400,0,0,1,0,0,0,0,0,1,0,0,0,0,25.5,0.5,3.5,1.0,0.5,12.5
2740,1958,33438.0,1,1,81,4,2,1,4,5,0,0,1379808000,0,0,0,0,1,0,0,0,0,0,0,1,0,31.0,0.5,8.0,1.5,1.0,3.0
257,1959,75032.0,0,1,74,2,5,4,9,3,0,0,1367107200,0,0,0,0,1,0,0,0,1,0,0,0,0,476.0,6.0,90.0,23.5,6.0,6.0
4058,1955,61284.0,0,0,76,1,11,2,8,6,0,1,1381536000,0,0,0,0,1,0,0,0,0,1,0,0,0,309.0,7.5,53.0,10.0,3.5,22.5
7736,1986,22518.0,1,0,36,2,2,1,2,5,0,1,1350864000,0,0,1,0,0,0,0,0,1,0,0,0,0,5.5,3.5,6.0,1.0,1.0,13.5
8210,1975,54730.0,0,1,64,5,4,1,8,4,0,0,1376524800,0,0,0,1,0,0,0,0,1,0,0,0,0,159.0,1.5,8.5,2.0,3.5,28.0
833,1955,38452.0,1,1,62,3,3,0,3,7,0,0,1396137600,0,0,0,1,0,0,0,0,1,0,0,0,0,28.0,0.0,7.0,0.0,0.0,1.0
6230,1971,44421.0,1,1,53,5,5,0,4,8,0,0,1360886400,0,0,1,0,0,0,0,1,0,0,0,0,0,55.0,2.5,29.5,3.5,0.5,3.5
7325,1986,38197.0,1,0,86,1,1,0,3,5,0,0,1372464000,0,0,0,0,1,0,0,0,0,0,1,0,0,11.5,0.0,5.5,1.0,0.5,1.5
1307,1978,41986.0,0,1,15,3,3,0,4,4,0,0,1391904000,0,0,1,0,0,0,0,1,0,0,0,0,0,13.5,2.5,4.0,4.0,1.5,6.0
1502,1983,28427.0,1,0,67,2,2,0,3,8,0,0,1363824000,0,0,1,0,0,0,0,0,0,0,1,0,0,9.0,1.5,9.5,1.5,1.5,3.0
6211,1976,37395.0,1,0,47,1,1,0,3,6,0,0,1398988800,0,0,0,0,1,0,0,0,0,0,1,0,0,9.0,0.0,4.5,0.0,0.5,5.5
843,1971,64722.0,1,0,47,4,8,2,11,6,0,0,1401062400,0,0,1,0,0,0,0,0,1,0,0,0,0,151.5,0.0,140.0,30.0,73.5,7.5
