,Year_Birth,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Dt_Customer_Unix_time_seconds,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,MntFruitsYear,MntMeatProductsYear,MntFishProductsYear,MntSweetProductsYear,MntGoldProdsYear
972,1976,79689.0,0,0,65,1,4,9,13,2,0,1368316800,1,0,0,0,0,0,0,0,0,1,0,0,0,13.0,320.0,90.0,18.5,60.5
1323,1982,39660.0,1,0,36,3,7,1,3,9,0,1344384000,0,0,1,0,0,0,0,0,0,1,0,0,0,6.5,39.0,10.0,6.5,18.0
1524,1964,51983.0,0,1,95,3,9,2,10,7,0,1346371200,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,57.5,5.0,3.5,15.0
1100,1983,33569.0,1,0,10,1,1,1,2,8,0,1381881600,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,9.0,1.5,0.0,12.0
2210,1956,69245.0,0,1,8,2,6,5,10,3,0,1390521600,0,0,0,1,0,0,0,0,0,0,1,0,0,15.0,107.0,40.0,15.0,30.5
1093,1965,66480.0,1,1,71,7,4,1,7,4,0,1401494400,0,0,1,0,0,0,0,0,1,0,0,0,0,4.5,28.5,10.0,10.5,3.0
488,1956,50943.0,0,1,49,1,1,0,3,5,0,1371772800,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,3.5,1.0,0.0,3.0
675,1970,61209.0,0,0,73,1,5,3,4,2,0,1377388800,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,112.0,59.5,24.5,49.5
288,1956,58821.0,0,1,44,1,9,2,9,6,0,1381536000,1,0,0,0,0,0,0,0,0,0,1,0,0,7.0,77.0,9.5,0.0,14.0
129,1992,92859.0,0,0,46,1,5,4,12,2,0,1350604800,0,0,0,1,0,0,0,0,0,1,0,0,0,30.5,460.5,26.0,30.5,10.0
1649,1967,77766.0,0,1,97,2,11,10,11,6,0,1361491200,0,0,0,0,1,0,0,0,1,0,0,0,0,29.5,132.5,57.5,29.5,13.5
95,1959,87195.0,0,0,35,1,3,11,5,1,0,1399507200,0,0,1,0,0,0,0,0,1,0,0,0,0,38.0,345.0,25.0,13.0,19.0
1470,1971,60585.0,1,1,17,10,7,4,9,5,0,1372032000,0,0,0,0,1,0,0,0,1,0,0,0,0,21.0,154.5,27.5,21.0,10.5
852,1978,53172.0,0,1,54,3,2,3,8,3,0,1367798400,0,0,1,0,0,0,0,0,0,0,1,0,0,31.0,45.0,34.0,10.0,62.5
1129,1974,21255.0,1,0,56,4,2,1,4,4,0,1390262400,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,12.5,1.0,1.0,1.5
482,1949,67911.0,0,1,63,3,6,7,11,3,0,1400716800,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,178.0,31.5,14.0,0.0
144,1949,69372.0,0,0,10,1,10,4,6,4,0,1361232000,0,0,1,0,0,0,0,0,0,0,1,0,0,13.0,134.5,17.0,6.5,21.0
1023,1953,47703.0,0,1,95,4,6,3,8,5,0,1369785600,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,67.0,6.5,13.0,61.5
1646,1967,63246.0,0,2,60,1,6,3,12,4,0,1376956800,0,0,0,0,1,0,0,0,1,0,0,0,0,15.0,45.5,14.5,11.0,3.5
1021,1972,46423.0,1,1,6,3,2,0,4,7,0,1379462400,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,8.0,0.0,0.0,4.0
971,1969,75759.0,0,0,46,1,9,7,9,5,0,1382659200,0,0,1,0,0,0,0,0,1,0,0,0,0,11.0,354.0,44.5,45.5,91.0
881,1958,78331.0,0,1,97,2,10,6,7,4,0,1390435200,0,0,1,0,0,0,0,1,0,0,0,0,0,69.0,177.0,80.0,84.5,30.5
941,1952,53700.0,0,1,94,4,5,5,8,5,0,1345161600,0,0,1,0,0,0,0,0,0,1,0,0,0,2.5,116.5,34.5,20.5,41.5
39,1985,20559.0,1,0,88,2,2,0,3,8,0,1363046400,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,14.5,1.5,0.0,3.5
43,1996,7500.0,0,0,24,3,3,1,3,9,0,1352419200,1,0,0,0,0,0,0,0,1,0,0,0,0,9.0,7.0,7.5,11.0,25.0
730,1975,17003.0,1,0,37,3,2,0,4,5,0,1386547200,1,0,0,0,0,0,0,0,1,0,0,0,0,2.5,6.0,2.0,4.0,3.5
1782,1951,59385.0,1,1,85,2,3,1,4,5,0,1367107200,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,5.0,0.0,2.0,18.0
913,1976,68397.0,0,1,6,1,6,9,5,3,0,1384646400,0,0,0,0,1,0,0,0,1,0,0,0,0,40.0,233.0,8.5,6.5,40.0
289,1978,46377.0,1,0,89,1,2,1,3,4,0,1393632000,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,23.0,2.0,1.5,0.0
1532,1956,63943.0,0,1,50,1,6,4,6,5,0,1346544000,0,0,1,0,0,0,0,0,1,0,0,0,0,92.0,184.0,6.5,48.5,10.5
1558,1992,34935.0,0,0,71,1,2,1,4,7,0,1371772800,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,33.0,1.5,5.0,10.0
243,1961,63342.0,0,1,48,3,8,3,5,6,0,1350345600,0,0,0,0,1,0,0,0,0,0,1,0,0,10.5,59.0,6.5,5.0,10.5
1088,1972,30023.0,1,0,28,1,2,0,3,8,0,1395619200,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,8.0,3.5,3.0,10.5
1305,1958,46692.0,0,1,37,3,6,1,5,6,0,1370476800,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0,48.5,12.0,6.0,44.0
410,1986,92910.0,0,0,42,1,6,7,13,1,0,1398297600,0,0,1,0,0,0,0,0,1,0,0,0,0,68.5,396.0,89.5,51.5,16.5
1979,1980,67506.0,0,1,73,1,4,1,6,3,0,1388620800,1,0,0,0,0,0,0,0,0,1,0,0,0,19.0,33.5,16.5,18.0,33.5
1908,1957,64849.0,0,0,42,1,9,3,6,5,0,1352764800,0,0,1,0,0,0,0,0,0,1,0,0,0,24.0,175.0,47.0,42.0,54.0
400,1975,19789.0,1,0,24,3,2,1,3,5,0,1384905600,1,0,0,0,0,0,0,0,0,0,1,0,0,2.5,4.5,14.0,3.0,14.0
1999,1972,30261.0,1,2,75,1,0,0,3,8,0,1348531200,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,2.5,0.0,1.5,3.0
1068,1970,75345.0,0,0,16,1,5,8,6,3,0,1359763200,0,0,0,1,0,0,0,0,0,1,0,0,0,28.5,421.0,49.5,19.0,66.5
2135,1980,62994.0,1,0,74,1,6,2,4,6,0,1393891200,0,0,1,0,0,0,0,0,0,0,1,0,0,6.0,24.0,2.0,6.0,6.0
625,1948,76140.0,0,0,57,1,5,9,6,2,0,1399939200,0,0,0,0,1,0,0,0,0,0,1,0,0,33.0,326.5,8.5,0.0,13.0
1750,1974,25509.0,1,0,15,3,3,0,3,9,0,1347926400,0,0,0,0,1,0,0,1,0,0,0,0,0,1.5,15.0,5.0,3.5,5.5
1349,1958,75154.0,0,1,79,1,6,3,6,3,0,1346716800,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0,102.5,80.0,71.5,41.0
351,1976,31615.0,1,0,82,2,2,0,3,7,0,1363392000,0,0,1,0,0,0,0,1,0,0,0,0,0,1.5,10.0,3.0,5.5,4.5
2107,1980,16005.0,1,0,69,3,2,1,2,8,0,1344902400,0,1,0,0,0,0,0,0,1,0,0,0,0,1.5,1.0,10.0,15.0,23.5
1304,1960,81843.0,0,0,13,1,5,9,12,3,0,1366588800,0,0,0,1,0,0,0,0,1,0,0,0,0,43.0,268.5,17.0,34.5,69.0
1941,1962,71670.0,0,0,8,1,5,3,6,6,0,1373328000,0,0,0,0,1,0,0,0,0,0,0,1,0,8.0,64.0,0.0,0.0,80.0
2187,1995,80617.0,0,0,42,1,4,6,8,2,0,1350000000,1,0,0,0,0,0,0,0,0,1,0,0,0,25.5,315.5,36.0,27.5,16.0
1215,1986,38197.0,1,0,86,1,1,0,3,5,0,1372464000,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,5.5,1.0,0.5,1.5
1808,1958,80739.0,0,0,92,1,3,11,9,1,0,1369267200,0,0,0,1,0,0,0,0,1,0,0,0,0,46.0,368.0,19.5,0.0,46.0
2159,1960,67716.0,0,1,8,4,7,4,13,5,0,1357776000,0,0,1,0,0,0,0,0,1,0,0,0,0,71.0,108.5,31.0,4.5,28.0
1457,1970,59892.0,0,1,26,1,2,1,3,3,0,1383350400,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,6.5,0.0,0.5,0.0
752,1965,46891.0,0,1,91,1,2,1,4,4,0,1377993600,1,0,0,0,0,0,0,0,1,0,0,0,0,6.0,11.5,14.5,7.5,30.5
2128,1976,30560.0,1,0,6,1,1,0,3,7,0,1372291200,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,2.5,2.0,2.5,3.5
711,1976,75012.0,0,0,41,1,3,8,11,1,0,1390608000,0,0,0,1,0,0,0,1,0,0,0,0,0,71.0,109.0,82.0,29.0,75.5
1335,1993,70515.0,0,0,12,1,6,6,4,2,0,1382313600,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,226.0,91.0,32.0,70.0
831,1956,55284.0,0,1,60,3,7,5,8,5,0,1356307200,0,0,0,1,0,0,0,0,0,1,0,0,0,3.5,70.0,0.0,3.5,31.5
632,1977,78710.0,0,1,42,3,7,6,12,4,0,1400803200,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,76.0,59.5,25.0,25.0
148,1955,80317.0,0,0,64,1,3,4,10,1,0,1376956800,0,0,1,0,0,0,0,0,0,1,0,0,0,5.5,193.5,74.5,45.5,28.5
1816,1970,80336.0,0,0,12,1,2,9,13,1,0,1378684800,0,0,0,0,1,0,0,0,1,0,0,0,0,9.5,228.0,80.0,71.0,33.0
1241,1975,74190.0,0,1,49,2,4,2,11,2,0,1399852800,0,0,1,0,0,0,0,0,1,0,0,0,0,40.5,43.0,84.0,45.5,32.0
1881,1983,22148.0,0,0,16,1,1,0,3,7,0,1397347200,0,0,1,0,0,0,0,0,0,1,0,0,0,2.5,7.0,0.0,2.0,5.5
604,1961,54456.0,0,1,23,3,6,1,7,6,0,1373500800,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,13.5,5.0,0.0,7.5
360,1970,22585.0,0,0,23,1,1,1,2,9,0,1363564800,0,0,1,0,0,0,0,0,0,1,0,0,0,4.5,7.5,6.5,1.0,19.5
1119,1974,49669.0,1,0,97,2,5,1,6,6,0,1400889600,1,0,0,0,0,0,0,0,0,0,1,0,0,2.5,53.5,5.5,4.0,14.5
1295,1956,64857.0,0,0,78,1,7,5,10,4,0,1353628800,0,0,0,1,0,0,0,0,0,1,0,0,0,7.0,358.5,105.0,0.0,21.5
988,1954,36930.0,0,1,50,5,5,2,4,8,0,1368748800,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,15.5,0.0,1.0,19.5
1276,1973,43050.0,1,0,10,2,2,0,4,5,0,1395100800,1,0,0,0,0,0,0,0,1,0,0,0,0,2.5,12.0,3.0,1.5,4.0
720,1973,67432.0,0,1,69,2,8,5,4,4,0,1364515200,0,0,1,0,0,0,0,0,1,0,0,0,0,39.5,170.5,88.5,68.0,85.0
2104,1976,30992.0,1,0,83,1,1,0,3,7,0,1366588800,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,7.0,3.5,1.5,1.0
439,1972,38988.0,1,2,90,7,5,1,6,8,0,1345420800,0,0,1,0,0,0,0,0,1,0,0,0,0,12.0,51.5,6.0,1.5,21.0
2197,1963,33562.0,1,2,33,3,2,0,4,4,0,1403654400,0,0,0,1,0,0,0,0,1,0,0,0,0,6.0,6.0,0.0,1.5,1.5
546,1971,71499.0,0,1,12,2,8,3,13,4,0,1372118400,0,0,0,1,0,0,0,0,0,0,1,0,0,12.5,66.0,68.0,0.0,18.5
113,1985,19510.0,2,0,63,2,1,0,3,7,0,1378252800,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,3.5,1.5,2.0,3.5
1682,1989,18358.0,1,0,49,3,3,0,4,7,0,1384905600,0,0,1,0,0,0,0,0,0,1,0,0,0,4.0,9.5,8.0,2.0,2.0
531,1980,47850.0,1,0,72,1,3,0,4,6,0,1386028800,0,0,1,0,0,0,0,0,1,0,0,0,0,3.5,21.5,10.0,6.0,5.0
191,1977,102160.0,0,0,54,0,7,9,10,4,0,1351814400,0,0,0,0,1,0,0,0,0,0,1,0,0,14.5,69.0,38.0,88.0,29.0
2056,1973,27803.0,1,0,40,2,3,0,4,8,0,1345939200,0,0,1,0,0,0,0,0,1,0,0,0,0,13.0,23.0,19.0,4.5,24.5
177,1976,74068.0,0,0,14,1,4,10,9,2,0,1363651200,0,0,1,0,0,0,0,0,1,0,0,0,0,15.0,268.5,70.0,38.0,7.5
1188,1957,66636.0,0,0,64,1,3,4,9,1,0,1376697600,0,0,0,1,0,0,0,0,0,0,1,0,0,5.0,344.5,42.0,5.0,0.0
154,1966,43482.0,2,1,83,3,2,0,4,6,0,1384300800,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5,16.0,3.0,1.5,14.0
1993,1981,34445.0,0,0,92,6,11,2,8,9,0,1359244800,0,1,0,0,0,0,0,0,1,0,0,0,0,61.0,61.0,104.0,64.5,15.0
282,1952,55951.0,0,1,62,3,3,6,11,8,0,1345680000,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,40.0,0.0,6.5,20.0
371,1960,63381.0,0,1,78,4,4,5,13,2,0,1349395200,0,0,1,0,0,0,0,0,0,0,1,0,0,25.0,71.0,16.5,25.0,79.5
993,1963,36736.0,1,1,52,1,1,0,2,6,0,1368144000,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,1.5,0.0,0.0,2.0
346,1978,28442.0,2,0,53,3,2,1,4,4,0,1393200000,0,0,1,0,0,0,0,0,1,0,0,0,0,1.5,5.0,5.5,4.0,3.0
770,1960,17144.0,1,1,96,5,3,0,4,7,0,1392422400,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,9.5,0.0,1.0,3.0
1631,1961,82014.0,0,0,48,1,3,6,12,6,0,1345420800,0,0,1,0,0,0,0,0,0,1,0,0,0,18.5,132.5,17.5,81.5,15.5
128,1965,36921.0,1,1,74,2,2,0,3,7,0,1374969600,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5,6.0,1.5,0.5,2.0
1674,1990,18222.0,0,0,70,1,2,0,3,8,0,1356912000,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,9.5,6.0,3.0,7.0
716,1978,66373.0,1,1,57,7,4,2,10,3,0,1370995200,0,0,1,0,0,0,0,0,1,0,0,0,0,4.5,62.0,6.0,12.0,54.5
1728,1969,69901.0,0,1,95,3,7,3,10,5,0,1369785600,0,0,1,0,0,0,0,1,0,0,0,0,0,10.5,103.0,51.0,46.0,74.5
1278,1963,48918.0,1,1,21,2,1,0,4,4,0,1397260800,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,4.5,0.0,0.0,0.5
354,1984,35684.0,1,0,66,1,1,0,3,6,0,1398124800,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0,3.5,0.0,3.0,1.5
1223,1952,44213.0,1,1,48,4,2,1,5,6,0,1385683200,0,0,1,0,0,0,0,0,0,1,0,0,0,5.5,17.5,0.0,2.0,3.5
1053,1978,67023.0,0,0,93,1,3,7,13,2,1,1393891200,0,0,1,0,0,0,0,0,1,0,0,0,0,22.0,191.0,5.5,4.0,8.5
331,1970,84835.0,0,0,0,1,4,4,6,1,0,1402876800,0,0,1,0,0,0,0,1,0,0,0,0,0,52.0,189.5,55.5,94.5,109.0
194,1988,29604.0,1,0,88,1,1,0,3,9,0,1386460800,0,0,1,0,0,0,0,0,0,0,1,0,0,3.0,6.5,3.5,3.0,7.0
1509,1960,19740.0,0,1,65,2,1,1,3,5,0,1364083200,0,0,1,0,0,0,0,0,0,0,1,0,0,5.5,1.5,5.0,2.0,10.0
756,1965,42720.0,1,1,9,8,7,3,7,8,0,1366761600,0,0,1,0,0,0,0,0,0,1,0,0,0,2.5,45.5,14.0,13.0,56.0
86,1983,30096.0,1,0,30,1,2,0,3,6,0,1400716800,0,0,1,0,0,0,0,0,1,0,0,0,0,1.5,5.5,6.0,2.5,4.5
983,1956,46086.0,0,1,34,4,3,1,8,4,0,1383436800,0,0,1,0,0,0,0,1,0,0,0,0,0,4.0,16.0,3.5,1.0,25.0
1218,1976,37395.0,1,0,47,1,1,0,3,6,0,1398988800,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,4.5,0.0,0.5,5.5
471,1974,60093.0,0,1,92,2,7,2,10,6,0,1372204800,0,0,1,0,0,0,0,0,1,0,0,0,0,6.0,54.5,8.0,3.0,45.0
27,1965,84618.0,0,0,96,1,6,9,10,2,0,1385078400,0,0,0,0,1,0,0,0,1,0,0,0,0,50.0,400.5,10.5,33.0,0.0
1676,1971,42033.0,1,1,95,1,1,0,2,7,0,1348012800,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,2.0,1.0,0.0,3.5
63,1958,69096.0,0,1,4,1,5,2,10,4,0,1380240000,0,0,1,0,0,0,0,0,0,0,1,0,0,24.5,79.5,3.5,41.0,54.5
1039,1985,70596.0,0,0,68,1,3,5,12,2,0,1349395200,0,0,1,0,0,0,0,0,0,1,0,0,0,22.0,267.0,8.5,0.0,13.0
1951,1983,39062.0,1,0,28,1,1,0,3,4,0,1395705600,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,4.5,0.0,0.0,6.0
728,1964,82224.0,0,0,83,1,6,9,5,3,0,1390608000,0,0,1,0,0,0,0,0,1,0,0,0,0,13.0,180.0,69.0,15.5,20.0
959,1962,83715.0,0,0,2,1,2,8,13,0,0,1391385600,0,0,1,0,0,0,0,0,1,0,0,0,0,4.0,203.5,75.0,17.5,4.0
104,1991,86037.0,0,0,95,1,6,7,11,3,0,1357084800,0,0,1,0,0,0,0,0,0,1,0,0,0,22.0,62.5,14.5,10.0,11.0
1097,1960,98777.0,0,0,23,0,4,6,9,1,0,1392595200,0,0,0,1,0,0,0,0,0,1,0,0,0,9.5,355.5,62.5,57.5,19.0
411,1989,75433.0,1,0,28,2,2,5,10,6,0,1396656000,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,148.5,0.0,17.0,28.5
731,1995,71163.0,0,0,30,1,3,8,12,1,0,1394323200,0,0,1,0,0,0,0,0,0,1,0,0,0,8.5,186.0,69.0,53.0,22.0
334,1957,71113.0,0,1,95,4,6,7,9,4,0,1387238400,0,0,1,0,0,0,0,0,1,0,0,0,0,16.5,127.5,5.5,16.5,4.0
569,1971,26850.0,1,1,10,4,2,1,4,4,0,1397779200,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,6.5,3.5,1.0,4.5
1715,1954,70044.0,0,1,46,4,7,10,5,5,0,1361145600,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,125.0,76.5,7.0,7.0
1373,1975,41658.0,1,1,30,2,1,1,2,4,0,1352419200,1,0,0,0,0,0,0,0,0,1,0,0,0,2.0,6.0,7.5,2.0,14.5
2173,1975,37085.0,1,1,65,4,3,0,3,8,0,1403740800,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,8.0,1.0,0.0,1.5
998,1971,38196.0,1,1,20,3,2,0,4,5,0,1397779200,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,5.5,0.0,0.0,1.5
2148,1955,65210.0,0,1,25,2,9,3,8,6,0,1394409600,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,35.0,0.0,3.5,14.0
1190,1965,84618.0,0,0,96,1,6,9,10,2,0,1385078400,0,0,0,0,1,0,0,0,1,0,0,0,0,50.0,400.5,10.5,33.0,0.0
1494,1977,20981.0,0,0,14,1,3,1,2,8,0,1367280000,1,0,0,0,0,0,0,0,0,0,1,0,0,6.0,5.0,3.0,6.5,15.0
563,1956,54603.0,1,1,85,6,4,2,4,7,0,1373328000,0,0,0,1,0,0,0,0,0,0,1,0,0,6.5,23.0,8.5,1.0,2.0
1969,1956,58116.0,0,1,38,2,3,3,8,2,0,1397347200,0,0,1,0,0,0,0,0,1,0,0,0,0,9.5,65.0,2.0,5.5,25.5
1026,1991,8028.0,0,0,62,15,0,1,0,19,0,1347926400,0,0,1,0,0,0,0,0,0,1,0,0,0,9.0,33.0,3.5,6.0,1.0
1030,1966,33585.0,0,1,91,1,2,0,4,4,0,1380067200,0,0,0,1,0,0,0,0,1,0,0,0,0,5.5,16.5,6.5,3.0,14.5
1936,1976,29478.0,1,0,59,1,1,0,3,6,0,1389916800,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,3.5,1.5,0.5,0.5
1042,1952,72228.0,0,0,87,1,6,7,8,3,0,1353974400,0,0,1,0,0,0,0,0,0,1,0,0,0,14.0,245.5,15.0,7.0,28.0
1828,1966,57705.0,0,1,14,3,8,1,6,6,0,1389398400,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,26.5,3.0,2.0,20.0
701,1978,25851.0,1,0,45,2,2,0,3,7,0,1360540800,0,0,1,0,0,0,0,0,0,0,1,0,0,2.0,9.0,3.5,2.5,2.5
461,1977,55842.0,0,1,19,1,7,1,8,5,0,1400803200,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,19.5,0.0,2.0,12.0
556,1978,38593.0,1,0,42,3,4,1,3,8,0,1379030400,1,0,0,0,0,0,0,0,0,1,0,0,0,6.0,24.5,8.5,12.0,12.0
1383,1957,36864.0,0,1,53,3,5,2,4,8,0,1344816000,0,0,1,0,0,0,0,0,0,1,0,0,0,2.5,19.5,8.5,0.0,44.5
750,1977,74985.0,0,0,8,1,3,6,7,2,0,1347321600,0,0,1,0,0,0,0,0,1,0,0,0,0,25.5,449.0,123.5,0.0,43.0
202,1985,70951.0,0,0,66,1,3,4,9,1,0,1367625600,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0,277.0,127.0,43.5,27.0
1844,1982,69109.0,0,0,10,1,6,6,7,4,0,1352419200,0,0,1,0,0,0,0,0,1,0,0,0,0,12.5,229.5,62.0,14.5,47.5
424,1989,28691.0,1,0,56,1,1,0,3,8,0,1372896000,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,6.5,4.0,0.0,2.0
283,1988,35388.0,1,0,20,1,1,0,3,7,0,1362614400,1,0,0,0,0,0,0,1,0,0,0,0,0,2.0,3.5,2.0,1.5,4.0
192,1965,40637.0,1,1,72,2,1,0,3,7,0,1374019200,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,6.5,0.0,0.0,1.5
2084,1955,58275.0,1,1,48,6,8,2,7,7,0,1370131200,0,0,1,0,0,0,0,0,0,0,0,1,0,5.0,126.5,28.0,21.5,32.0
865,1975,35797.0,0,1,16,2,2,0,3,8,0,1350345600,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,7.0,2.0,0.5,10.5
66,1959,65031.0,0,1,29,4,10,3,13,7,0,1363478400,0,0,1,0,0,0,0,0,1,0,0,0,0,53.5,145.5,42.0,18.5,43.0
1284,1971,157733.0,1,0,37,0,1,0,1,1,0,1370304000,0,0,0,1,0,0,0,0,0,0,1,0,0,0.5,4.5,1.0,0.0,4.0
519,1951,47352.0,0,1,70,4,6,1,5,7,0,1365638400,0,0,0,1,0,0,0,0,0,0,1,0,0,6.0,56.0,4.0,0.0,7.5
2011,1955,67225.0,0,1,4,3,7,2,11,5,0,1385424000,0,0,1,0,0,0,0,0,1,0,0,0,0,17.5,161.0,23.0,3.5,71.5
950,1973,92955.0,0,0,35,1,6,7,9,2,0,1376870400,0,0,1,0,0,0,0,0,1,0,0,0,0,10.5,462.5,15.5,12.0,42.0
1398,1972,36026.0,2,1,34,2,2,0,3,6,0,1394928000,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,5.0,3.0,2.0,8.5
384,1956,31395.0,1,1,80,4,2,1,3,6,0,1363996800,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5,12.5,0.0,4.0,3.5
558,1981,36959.0,1,0,56,2,2,0,3,8,0,1380672000,0,0,0,1,0,0,0,0,1,0,0,0,0,3.0,12.5,3.0,0.0,0.0
1312,1982,6560.0,0,0,2,0,1,0,1,17,0,1386806400,0,0,0,1,0,0,0,0,0,1,0,0,0,5.5,13.0,2.0,1.5,131.0
1776,1955,62535.0,0,1,13,1,3,2,8,3,0,1380758400,0,0,1,0,0,0,0,0,0,1,0,0,0,24.0,45.0,0.0,22.5,26.0
2195,1982,75777.0,0,0,12,1,3,6,11,1,0,1372896000,0,0,0,1,0,0,0,0,0,1,0,0,0,13.0,269.0,34.5,6.5,40.0
1414,1967,70844.0,1,1,16,5,6,1,5,7,0,1383091200,0,0,1,0,0,0,0,1,0,0,0,0,0,13.0,33.5,1.5,33.5,1.0
425,1948,56223.0,0,1,72,2,2,1,5,4,0,1387497600,0,0,0,0,1,0,0,0,1,0,0,0,0,14.0,15.5,8.0,0.0,2.0
2003,1952,77027.0,0,1,23,2,8,3,6,4,0,1391558400,0,0,0,1,0,0,0,0,1,0,0,0,0,28.5,121.0,22.5,0.0,5.5
940,1965,59754.0,0,1,96,3,5,2,6,5,0,1354320000,0,0,1,0,0,0,0,0,1,0,0,0,0,13.5,22.0,2.0,73.0,69.5
1642,1976,64892.0,0,1,77,2,6,4,12,4,0,1401321600,0,0,1,0,0,0,0,1,0,0,0,0,0,12.0,115.0,16.0,12.0,32.5
172,1984,30477.0,1,0,16,1,1,1,3,6,0,1390348800,0,0,0,1,0,0,0,0,1,0,0,0,0,0.5,3.0,0.0,0.0,6.0
595,1944,45006.0,0,0,90,1,3,1,7,3,0,1374105600,0,0,0,1,0,0,0,0,0,0,0,1,0,12.5,26.5,8.0,0.0,5.0
434,1955,57959.0,0,1,71,5,4,7,11,3,0,1367452800,0,0,1,0,0,0,0,0,0,1,0,0,0,8.0,161.0,21.5,12.0,16.5
2108,1957,65487.0,0,0,48,3,3,5,6,2,0,1389312000,0,0,0,1,0,1,0,0,0,0,0,0,0,33.5,250.0,99.5,0.0,81.5
899,1954,62820.0,0,0,51,1,3,4,6,1,0,1368230400,0,0,1,0,0,0,0,0,1,0,0,0,0,30.5,132.5,69.0,30.5,26.5
2172,1954,50501.0,1,1,10,7,5,4,4,6,0,1371513600,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,19.0,6.5,0.0,76.0
1933,1976,72335.0,0,0,2,1,10,4,8,8,0,1344816000,0,0,0,0,1,0,0,0,0,0,1,0,0,52.5,326.5,14.0,10.5,0.0
339,1978,38643.0,1,1,45,2,2,0,3,7,1,1385683200,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,7.0,0.0,0.5,5.0
497,1959,89120.0,0,0,78,1,5,6,7,1,0,1395014400,0,0,0,1,0,0,0,0,0,0,1,0,0,46.0,204.0,36.0,64.5,27.5
739,1978,63855.0,0,0,28,1,7,3,13,4,0,1360368000,1,0,0,0,0,0,0,0,0,0,1,0,0,17.5,157.0,46.5,58.0,44.5
564,1974,45207.0,1,1,64,5,3,1,6,6,0,1352505600,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,5.0,0.0,0.0,1.0
2099,1972,84906.0,0,0,98,1,5,6,12,2,0,1380844800,0,0,1,0,0,0,0,0,0,0,1,0,0,7.5,207.0,49.5,15.0,38.0
